"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","14","0","0","0","5","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","2","0","0","1","3","0","0","4","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"新宿区","11","0","0","0","17","4","1","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"文京","4","0","0","0","13","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","13","0","0","5","14","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","8","0","0","0","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","9","0","0","5","19","2","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","11","0","0","2","30","1","1","1","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","5","0","0","1","7","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","15","0","2","2","32","5","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","29","0","0","1","28","3","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","7","0","0","0","19","5","0","1","1","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"中野区","47","0","0","0","31","10","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","0","0","0","21","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"長崎","0","0","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","20","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","7","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","27","0","0","0","17","2","0","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","22","0","0","1","7","3","0","4","0","0","0","0","0","5","2","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","24","0","0","1","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","25","0","0","1","7","4","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","52","0","0","12","36","1","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","10","0","0","0","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","7","0","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","31","0","0","0","20","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","19","0","0","2","11","2","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","8","0","0","1","22","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","15","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","27","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"府中小金井","11","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","15","0","1","0","13","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","14","0","0","1","4","1","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","49","0","0","0","13","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","22","0","0","2","20","0","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","596","0","3","41","460","67","7","17","21","0","2","3","1","36","4","0","0","9","0","0","0","0","0","1","","","","","",""
