"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","0","0","0","26","4","0","0","25","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0"
"1歳","12","0","0","0","49","13","1","0","6","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"2歳","22","0","0","3","43","11","1","0","0","0","1","0","1","4","0","0","0","0","0","1","0","0","0","0"
"3歳","27","0","0","3","40","16","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"4歳","34","0","1","6","49","23","0","9","0","0","0","2","1","15","1","0","0","0","0","0","0","0","0","0"
"5歳","24","0","2","5","44","17","2","9","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0"
"6歳","33","0","0","6","46","8","0","8","0","0","1","0","1","13","1","0","0","0","0","0","0","0","0","0"
"7歳","26","0","0","3","48","4","0","1","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","0"
"8歳","23","0","0","2","33","4","1","5","0","0","1","0","1","4","0","0","0","0","0","0","0","0","0","0"
"9歳","18","0","0","0","15","2","0","5","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","47","0","0","0","60","0","0","2","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","19","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","25","0","0","3","41","0","0","1","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","1"
"30〜39歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"40〜49歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"50〜59歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","400","0","3","31","512","105","5","41","32","0","3","3","6","75","6","0","0","4","0","2","1","0","0","1"
