"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","5","0","0","0","0","4","0","0","1","2","0","0","0","0","0","0","2","0","0","0","4","3","0","2","2","0"
"中央区","1","6","0","6","20","0","6","8","5","16","0","1","1","0","4","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","0","24","0","12","13","3","6","3","4","8","2","0","0","0","0","0","0","2","1","0","0","9","6","0","1","1","0"
"新宿区","0","32","3","22","29","0","3","0","1","8","0","0","2","0","0","0","0","1","0","0","0","11","7","1","2","2","0"
"文京","0","2","3","2","6","2","5","5","2","2","1","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","0","9","5","11","16","0","18","10","4","21","1","1","2","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","0","12","3","1","7","1","5","7","3","6","0","3","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"江東区","0","31","2","13","58","1","13","17","3","16","1","1","0","0","2","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","1","13","1","4","28","0","9","7","7","9","1","0","1","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","1","24","0","7","25","0","7","0","1","1","2","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","0","31","6","17","76","2","13","3","7","36","0","1","1","0","0","0","0","0","0","0","0","20","12","2","1","1","0"
"世田谷","0","24","3","11","53","1","9","18","7","23","2","4","0","0","0","0","0","1","0","0","0","24","15","2","2","2","0"
"渋谷区","0","6","0","1","13","0","2","1","0","6","0","1","0","0","5","0","0","0","0","0","0","7","4","1","1","1","0"
"中野区","0","24","1","8","15","0","7","9","8","13","0","0","0","0","2","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","0","9","1","3","20","0","7","6","2","12","1","1","0","0","4","0","0","0","0","0","0","17","11","1","2","2","0"
"池袋","0","3","0","3","5","0","2","4","1","7","0","0","0","0","4","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","0","5","0","8","15","0","14","7","7","12","1","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","0","28","1","9","15","0","21","0","1","6","0","0","0","0","1","0","0","0","0","0","0","6","3","1","0","0","0"
"板橋区","0","0","0","5","19","2","4","13","4","16","0","0","0","0","1","0","0","0","0","0","0","15","9","2","1","1","0"
"練馬区","0","11","2","21","39","2","12","23","5","17","3","0","0","0","0","0","0","0","0","0","0","20","12","2","0","0","0"
"足立","0","43","1","9","47","4","6","5","8","11","1","0","0","0","1","0","0","0","0","0","0","19","12","2","0","0","0"
"葛飾区","0","14","3","6","46","0","8","2","4","5","0","2","0","0","1","0","0","0","0","0","0","13","8","1","1","1","0"
"江戸川","0","11","3","12","37","2","2","0","4","4","1","3","0","0","4","0","0","0","0","0","0","17","11","2","0","0","0"
"八王子市","0","21","2","19","78","4","7","15","2","14","0","1","0","0","0","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","0","3","0","16","37","2","4","13","4","9","2","12","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","0","6","1","8","21","0","4","5","2","2","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","0","17","4","8","22","1","2","18","6","6","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","1","20","3","19","44","2","3","22","4","14","2","4","0","0","1","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","0","41","8","40","73","11","15","13","15","55","3","3","0","0","6","1","0","0","0","0","0","32","20","3","3","3","0"
"多摩小平","6","34","12","23","34","5","11","26","13","23","2","4","1","0","0","0","0","0","0","0","0","23","15","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","10","509","68","324","911","45","229","260","134","379","29","42","8","0","36","1","0","6","1","0","0","408","254","38","25","25","0"
