"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","8","1","0","5","0","1","0","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","14","1","1","36","3","10","2","32","0","12","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","27","6","2","66","7","30","2","43","0","60","1","4","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","0","12","9","6","42","6","17","1","8","0","38","1","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","0","2","6","15","29","11","7","1","2","0","21","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","8","9","23","5","10","0","0","0","22","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","1","4","11","13","7","6","0","0","0","10","5","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","5","10","15","8","2","1","0","0","9","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","0","0","2","8","12","2","1","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","1","0","2","5","8","0","0","0","0","0","3","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","8","8","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","3","6","23","2","0","1","0","0","2","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","6","7","64","1","1","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4","64","55","89","347","52","85","12","87","1","192","20","15","3","0","5","0","1","6","1","0","0","0","0","0","0","0","0"
