"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","10","0","0","10","4","0","0","6","0","0","0","0","0","0","0","1","0","0","0"
"〜1歳","6","27","2","0","141","8","4","1","31","0","1","1","1","2","0","0","0","0","0","0"
"1歳","15","35","7","3","364","33","4","3","38","2","4","3","3","1","0","0","0","0","1","0"
"2歳","16","15","10","13","242","32","13","0","3","0","3","10","2","0","0","0","0","0","0","0"
"3歳","32","7","7","27","204","28","4","2","4","0","1","7","0","0","0","0","0","0","2","0"
"4歳","32","4","10","46","230","21","7","5","0","0","1","16","1","0","0","0","0","0","0","0"
"5歳","38","0","10","43","181","18","3","2","0","0","0","17","1","0","0","0","0","0","0","0"
"6歳","40","0","3","53","148","14","2","3","0","0","0","10","1","0","0","0","0","0","0","0"
"7歳","37","0","1","35","105","14","4","4","0","0","0","6","0","0","0","0","0","0","0","0"
"8歳","34","0","2","34","99","8","1","3","0","0","1","2","1","0","0","0","0","0","1","0"
"9歳","24","0","2","17","75","5","0","2","0","0","1","3","0","0","0","0","0","0","0","0"
"10〜14歳","75","0","1","41","164","5","0","2","0","2","0","6","1","0","0","0","0","0","0","0"
"15〜19歳","15","0","0","2","34","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"20〜29歳","16","1","1","21","295","2","2","1","0","2","1","6","0","0","0","2","0","0","0","0"
"30〜39歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0"
"40〜49歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0"
"50〜59歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"60〜69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","478","99","56","335","2292","193","44","28","82","7","13","88","11","3","0","12","2","0","5","1"
