"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","0","0","0","",""
"中央区","10","1","4","3","0","0","0","0","0","",""
"みなと","8","3","1","1","0","1","0","0","0","",""
"新宿区","19","6","4","14","1","0","38","8","1","",""
"文京","0","0","0","0","0","0","10","10","0","",""
"台東","0","0","0","0","0","0","0","0","0","",""
"墨田区","0","5","4","2","0","0","2","0","0","",""
"江東区","27","1","8","17","0","0","0","0","0","",""
"品川区","1","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","2","2","1","2","0","0","2","0","0","",""
"世田谷","0","0","0","0","0","0","4","0","0","",""
"渋谷区","8","2","2","0","0","0","1","0","0","",""
"中野区","4","1","0","1","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","0","0","0","",""
"池袋","17","5","10","13","0","0","4","1","0","",""
"北区","1","0","0","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","0","2","1","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","2","3","1","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","6","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"八王子","0","0","0","0","0","0","7","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","3","1","1","11","0","1","0","0","0","",""
"多摩府中","1","0","0","0","0","0","0","0","0","",""
"多摩小平","0","0","0","0","0","0","18","10","0","",""
"島しょ","0","0","0","0","0","0","1","2","0","",""
"合計","103","32","37","64","1","2","93","31","1","",""
