"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","1","3","13","24","30","0","4","2","0","0","0","5","3","0","0","0","2","0","0","0","0","2","","","","","",""
"区南部","9","0","4","20","36","17","0","5","6","0","0","0","0","3","1","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","2","0","2","13","44","16","2","7","3","0","0","0","3","3","1","0","0","2","0","1","0","0","1","","","","","",""
"区西部","8","0","6","23","43","23","1","2","3","0","0","1","1","3","1","0","0","1","0","0","2","0","2","","","","","",""
"区西北部","7","0","5","9","32","11","4","3","5","0","2","11","5","3","1","1","0","3","0","0","0","0","1","","","","","",""
"区東北部","2","0","7","9","33","17","1","6","4","0","0","0","2","7","2","0","1","1","0","0","2","0","0","","","","","",""
"区東部","5","0","14","15","54","11","2","1","6","0","1","1","1","4","0","0","0","1","0","0","0","0","3","","","","","",""
"西多摩","1","0","1","4","14","4","0","1","4","0","0","0","0","1","1","0","0","2","1","0","0","0","1","","","","","",""
"南多摩","7","0","4","26","61","43","5","4","6","1","0","1","0","4","4","2","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","2","0","0","0","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","5","2","1","2","16","6","1","4","6","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","3","1","1","7","26","13","1","3","6","0","0","1","0","3","0","0","0","2","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","54","4","48","141","389","193","18","41","51","1","3","15","17","38","11","3","1","15","1","1","4","0","11","","","","","",""
