"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","50","1","2","19","97","10","0","0","2","0","0","2","1","0","0","2","0","0","1","0","","","","","",""
"区南部","49","0","9","17","152","8","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","55","0","0","7","100","3","1","1","4","0","0","2","0","0","0","1","0","0","0","0","","","","","",""
"区西部","66","0","3","16","101","12","1","0","5","0","0","2","0","0","0","2","0","0","1","0","","","","","",""
"区西北部","94","0","1","11","81","3","1","2","3","0","0","3","0","0","0","2","0","0","0","0","","","","","",""
"区東北部","70","0","0","10","65","11","0","1","4","0","0","4","0","0","0","2","0","0","2","0","","","","","",""
"区東部","72","2","1","24","118","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","27","0","0","7","31","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","123","2","3","78","150","26","4","3","8","0","0","2","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","21","0","1","1","21","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","64","0","0","3","34","9","0","1","1","0","0","5","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","47","1","2","10","65","14","0","1","7","0","1","0","1","0","0","1","0","0","0","0","","","","","",""
"島しょ","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","741","6","22","204","1015","107","8","10","42","0","1","21","4","0","0","10","0","0","4","0","","","","","",""
