"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","1","3","0","0","10","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","6","6","0","1","50","3","0","1","28","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","23","1","7","9","150","5","2","1","44","0","0","0","2","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0"
"2歳","26","1","5","9","125","14","2","3","6","0","0","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","30","1","6","29","131","18","1","2","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","58","1","3","43","140","15","1","1","1","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","56","0","2","23","124","8","0","3","0","0","1","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","45","0","6","52","97","5","0","0","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","28","0","1","33","87","5","0","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","34","0","2","30","73","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","43","0","0","21","57","6","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","94","0","1","32","149","3","0","0","0","0","0","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","39","0","1","7","36","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","44","0","1","25","276","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"30〜39歳","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"60〜69歳","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1"
"合計","744","13","35","314","1505","88","6","12","82","1","2","34","8","2","0","4","1","1","7","0","5","0","0","0","1","0","4","1"
