"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","4","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","1","2","7","13","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","4","0","0","0","27","4","0","1","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"文京","0","0","1","1","5","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","","","","","",""
"台東","0","0","0","6","17","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","0","0","5","23","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","4","0","0","3","31","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","4","27","5","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","1","2","10","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","0","1","8","46","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","5","0","0","3","34","2","0","0","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","1","22","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","5","1","0","1","31","2","0","3","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","","","","","",""
"杉並","1","0","0","4","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","3","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"北区","0","0","0","5","28","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","0","4","9","7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","","","","","",""
"練馬区","2","0","0","3","13","5","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","0","0","2","17","4","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","7","0","0","8","11","4","0","3","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","2","0","0","4","25","1","0","5","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子","0","0","0","0","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"秋川","0","0","0","0","6","1","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","2","0","0","0","15","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩川","2","0","0","1","17","2","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","1","14","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","0","0","0","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"村山大和","0","0","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"府中小金井","1","0","0","2","10","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"狛江調布","0","0","0","0","24","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"三鷹武蔵野","0","0","0","3","13","2","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"多摩小平","3","0","2","3","20","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩東村山","0","0","0","2","16","5","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","47","2","7","87","572","62","1","38","26","0","1","1","0","15","2","1","0","11","0","1","2","0","0","","","","","",""
