"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","10","2","5","39","3","64","0","6","0","11","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","2","18","2","14","42","1","32","0","6","0","9","3","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","3","21","2","25","26","0","56","0","1","0","13","1","1","0","0","1","1","0","0","0","0","1","","","","","",""
"区西部","1","27","6","11","36","0","38","0","4","0","8","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","3","14","2","15","33","3","74","2","7","0","10","3","3","0","0","2","0","0","1","0","0","0","","","","","",""
"区東北部","0","21","3","11","47","3","64","1","13","0","13","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","6","10","8","12","49","3","48","0","3","1","8","3","5","1","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","5","1","1","5","2","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","6","50","8","22","64","0","73","0","6","0","16","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","13","0","4","16","2","35","0","3","0","2","2","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩南部","1","20","1","10","19","2","48","1","4","0","9","1","0","0","0","2","0","0","1","0","0","1","","","","","",""
"北多摩北部","0","23","11","31","19","4","52","0","12","0","7","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","22","232","46","165","395","23","590","4","65","1","107","21","12","2","0","10","1","0","3","0","0","2","","","","","",""
