"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","231","123","2","5","47","102","1","0","4","4","0","0","1","0","0","0","0","0","0","0","0","4","15","","","","","",""
"区南部","316","120","0","8","50","126","0","1","1","3","0","1","0","0","0","0","0","0","0","0","0","5","3","","","","","",""
"区西南部","455","144","2","5","39","108","1","2","2","4","0","0","0","0","0","0","0","1","0","0","0","4","24","","","","","",""
"区西部","361","166","0","10","52","102","3","3","0","2","0","0","0","1","0","0","0","0","0","0","0","0","12","","","","","",""
"区西北部","546","318","0","7","78","142","2","1","0","3","1","2","0","0","0","1","0","0","0","0","0","0","3","","","","","",""
"区東北部","477","198","0","14","57","119","0","1","1","4","0","1","0","0","0","0","0","0","0","0","0","1","4","","","","","",""
"区東部","456","259","0","2","49","151","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","4","","","","","",""
"西多摩","94","53","0","0","4","27","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"南多摩","611","340","1","6","62","152","0","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","5","","","","","",""
"北多摩西部","276","125","0","2","53","50","2","1","0","3","0","2","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"北多摩南部","485","218","0","3","44","140","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","8","16","","","","","",""
"北多摩北部","339","161","1","10","51","115","1","0","0","5","0","0","0","1","0","0","0","0","0","0","0","3","12","","","","","",""
"島しょ","4","50","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4651","2275","6","72","587","1334","11","10","13","33","1","7","1","2","0","3","0","1","0","0","0","27","106","","","","","",""
