"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","8","4","7","30","5","2","1","6","0","0","4","0","1","0","1","0","0","3","0","","","","","",""
"区南部","0","6","1","10","34","6","4","3","4","0","2","2","1","0","0","0","0","0","0","0","","","","","",""
"区西南部","3","2","1","3","29","2","2","1","2","0","1","4","1","0","0","0","0","0","0","0","","","","","",""
"区西部","2","3","3","4","42","5","2","0","6","0","1","4","0","1","0","2","0","0","1","0","","","","","",""
"区西北部","0","2","1","8","42","5","5","1","5","0","1","5","0","1","0","1","0","0","0","0","","","","","",""
"区東北部","1","3","0","9","26","11","6","1","3","0","2","11","1","0","0","1","0","0","2","0","","","","","",""
"区東部","0","6","2","18","26","9","7","0","2","0","3","4","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","2","0","2","12","2","2","0","2","0","1","1","0","0","0","0","0","0","1","0","","","","","",""
"南多摩","2","2","3","24","56","8","10","1","10","1","1","8","2","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","1","0","0","1","8","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"北多摩南部","1","0","0","6","2","2","2","0","1","0","0","0","0","0","0","1","0","0","1","0","","","","","",""
"北多摩北部","5","20","3","5","24","4","3","0","7","0","1","1","2","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","15","54","18","97","331","59","46","8","48","1","13","44","7","3","0","9","0","0","8","0","","","","","",""
