"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","5","0","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","12","0","0","100","0","6","0","17","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","24","16","0","300","3","22","1","34","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","5","13","7","3","302","0","11","1","10","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","7","5","3","4","252","5","14","3","4","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","11","4","6","8","211","1","7","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","20","4","3","6","184","4","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","18","0","3","6","144","4","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","5","0","0","4","76","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","6","0","1","3","59","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","7","0","0","3","40","7","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","30","0","1","4","124","8","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","33","1","0","1","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","26","0","6","6","131","2","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","203","68","46","48","1969","40","64","6","65","9","11","6","1","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0"
