"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","25","6","7","17","4","3","0","0","1","",""
"区南部","4","0","0","0","0","0","1","0","0","",""
"区西南部","6","6","2","0","1","2","0","0","0","",""
"区西部","12","5","8","6","1","0","2","0","0","",""
"区西北部","7","2","0","1","1","0","3","5","0","",""
"区東北部","5","1","0","0","0","0","1","2","0","",""
"区東部","7","1","1","0","1","0","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","14","5","2","0","2","0","2","0","0","",""
"北多摩西部","14","1","1","3","1","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","15","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","2","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","94","27","21","27","11","5","25","9","1","",""
