"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","3","0"
"1〜4歳","0","0","0","0","0","0","3","13","0"
"5〜9歳","0","0","0","0","0","0","1","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","11","1","0","1","1","0","1","0","0"
"20〜24歳","24","3","8","2","5","0","0","0","0"
"25〜29歳","24","6","3","1","3","0","1","1","0"
"30〜34歳","9","8","3","2","2","0","0","0","0"
"35〜39歳","8","4","0","1","3","0","1","0","0"
"40〜44歳","4","2","0","0","3","0","1","0","0"
"45〜49歳","1","2","0","0","1","0","2","0","0"
"50〜54歳","1","2","0","0","0","0","1","0","0"
"55〜59歳","0","2","0","0","0","0","1","1","0"
"60〜64歳","0","1","0","0","2","0","1","0","0"
"65〜69歳","0","1","0","0","0","0","2","0","0"
"70歳以上","0","0","0","0","0","0","20","2","0"
"合計","82","32","14","7","20","0","39","22","0"
