"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","5","0","0","0","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","12","0","1","0","27","1","0","0","20","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","40","0","3","0","53","5","0","0","9","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"2歳","64","0","2","6","46","11","2","1","1","0","0","0","0","2","1","0","0","0","0","0","1","0","0"
"3歳","62","0","0","10","34","8","0","4","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0"
"4歳","89","0","1","8","36","7","2","2","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0"
"5歳","84","0","1","13","27","8","0","1","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0"
"6歳","79","0","0","12","33","7","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"7歳","59","0","0","10","22","3","0","1","0","0","0","1","0","3","0","0","0","1","0","0","0","0","0"
"8歳","58","0","0","3","18","1","0","0","0","0","0","1","0","5","0","0","0","0","0","0","0","0","0"
"9歳","52","0","0","4","16","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"10〜14歳","120","0","1","8","39","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","26","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","64","2","0","3","31","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"30〜39歳","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"40〜49歳","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"50〜59歳","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1024","2","9","78","389","53","4","10","32","0","0","2","1","48","3","1","0","7","0","2","1","0","0"
