"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","10","1","0","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"〜1歳","12","20","2","0","74","8","1","0","17","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","51","11","12","4","210","27","0","1","34","0","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","41","4","10","12","149","22","2","3","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","49","1","5","18","111","28","2","4","0","0","0","4","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4歳","45","0","5","20","111","36","2","6","1","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","52","1","1","34","98","20","1","10","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","52","0","1","29","89","21","2","10","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","46","0","1","25","66","10","2","8","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","35","0","2","15","56","11","1","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","28","0","1","14","48","2","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","92","0","3","31","150","13","0","2","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","46","0","0","1","62","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","92","0","4","34","339","1","0","4","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","1","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"80歳以上","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","1000","47","48","237","1571","201","13","56","56","1","3","26","5","0","0","17","1","1","3","0","1","8","0","0","0","0","0","8","0"
