"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","13","0","0","2","33","0","1","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","16","0","3","4","16","1","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","11","3","0","14","27","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","","","","","",""
"文京","15","0","0","1","5","0","1","0","2","0","0","0","1","0","0","3","0","0","0","0","0","2","","","","","",""
"台東","4","1","0","6","40","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","19","2","1","3","17","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","25","0","1","8","62","0","0","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","22","2","1","10","21","4","2","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","11","0","1","12","17","0","0","1","3","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","29","2","5","23","73","5","1","1","4","2","1","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","56","3","5","20","52","2","1","4","2","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","20","0","0","0","4","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","",""
"中野区","34","1","3","5","25","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","57","0","3","4","28","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","0","0","0","5","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","21","0","1","3","24","2","0","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","36","1","1","5","21","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","20","2","0","17","18","3","0","1","3","0","0","1","1","0","0","1","0","0","0","0","1","1","","","","","",""
"練馬区","41","1","0","32","45","4","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","49","0","2","10","63","0","0","1","6","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","49","0","1","9","47","0","0","1","2","0","0","0","0","0","0","0","0","0","1","0","3","1","","","","","",""
"江戸川","34","2","2","6","52","1","0","1","7","0","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","40","2","1","18","95","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","59","2","0","13","50","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","16","0","1","2","21","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","37","0","0","5","34","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","45","0","3","25","26","1","2","0","4","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","111","5","1","18","69","2","3","1","3","0","0","2","0","0","0","1","0","0","0","0","1","0","","","","","",""
"多摩小平","74","8","5","32","56","1","0","0","7","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","977","37","41","309","1046","34","13","18","83","2","1","23","8","3","0","8","0","1","1","0","8","4","","","","","",""
