"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","0","0"
"1〜4歳","0","0","0","0","0","0","1","6","0"
"5〜9歳","0","0","0","0","0","0","0","1","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","6","1","1","3","1","0","0","0","0"
"20〜24歳","42","10","3","7","4","0","0","0","0"
"25〜29歳","16","9","3","3","1","0","0","0","0"
"30〜34歳","16","19","1","1","5","0","0","0","0"
"35〜39歳","12","7","2","1","4","0","0","0","0"
"40〜44歳","3","4","0","1","1","0","0","0","1"
"45〜49歳","0","2","0","0","1","0","1","0","0"
"50〜54歳","1","1","0","0","2","0","1","0","0"
"55〜59歳","0","1","1","0","0","0","2","1","0"
"60〜64歳","0","2","0","0","0","0","3","0","0"
"65〜69歳","0","2","0","0","0","0","4","0","0"
"70歳以上","0","1","0","0","0","0","17","3","0"
"合計","96","59","11","16","19","0","36","11","1"
