"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","1","0","0","12","2","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","4","0","0","118","13","6","0","32","1","0","3","0","0","1","1","0","0","0","0","0","0","0"
"1歳","5","7","6","4","344","44","13","4","23","0","1","1","0","5","2","1","0","1","0","0","3","0","0"
"2歳","4","2","4","4","278","46","18","2","3","0","0","1","0","11","0","0","0","0","0","0","0","0","0"
"3歳","6","1","4","9","254","41","14","5","0","0","0","3","0","20","0","0","0","0","0","0","0","0","0"
"4歳","16","0","8","15","262","36","19","5","0","0","0","1","0","33","0","0","0","0","1","0","1","0","0"
"5歳","5","0","8","19","250","14","11","4","0","0","0","1","0","20","0","0","0","0","0","0","0","0","0"
"6歳","4","1","2","21","152","12","8","5","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0"
"7歳","13","1","1","18","124","6","4","1","0","0","0","0","0","9","0","0","0","1","0","0","1","0","0"
"8歳","14","0","0","11","85","8","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0"
"9歳","3","0","0","6","81","3","0","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"10〜14歳","6","0","0","17","155","3","1","4","0","0","0","0","0","6","0","0","0","1","0","0","1","0","0"
"15〜19歳","0","0","0","1","34","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","7","8","0","6","395","3","2","1","0","0","0","2","0","3","0","0","0","1","0","0","0","0","0"
"30〜39歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"40〜49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","109","25","33","131","2544","231","96","33","63","1","1","13","0","134","3","2","0","10","2","0","7","0","0"
