"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","54","3","0","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"中央区","63","0","1","2","5","1","0","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","","","","","",""
"みなと","129","1","1","4","16","1","0","6","1","0","0","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"新宿区","113","4","0","3","14","3","1","0","2","0","0","2","0","0","0","0","0","0","0","0","0","2","","","","","",""
"文京","73","1","0","1","23","0","1","5","0","0","0","1","0","0","0","1","0","0","0","0","0","2","","","","","",""
"台東","52","0","0","4","30","3","1","1","1","0","0","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","108","3","0","3","22","0","0","3","0","0","0","4","1","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","151","3","1","8","92","9","2","6","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","73","2","2","5","42","2","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","43","0","0","0","10","0","4","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","231","0","1","8","85","4","3","4","3","0","1","1","1","1","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","287","4","5","13","56","6","2","1","5","0","0","1","2","0","0","0","0","2","0","0","0","3","","","","","",""
"渋谷区","73","0","0","0","13","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","6","","","","","",""
"中野区","102","0","0","1","18","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","149","0","2","4","44","0","1","3","2","0","0","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"池袋","111","2","0","1","8","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北区","121","2","0","4","29","2","0","9","3","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","97","4","1","3","12","1","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"板橋区","136","0","0","0","30","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","3","","","","","",""
"練馬区","206","8","3","9","43","7","1","11","2","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","236","3","2","12","59","6","0","1","4","0","1","3","0","0","0","2","0","0","0","0","0","0","","","","","",""
"葛飾区","169","0","0","9","28","3","1","6","1","0","1","1","0","0","0","0","0","0","1","0","0","5","","","","","",""
"江戸川","223","2","2","5","60","6","2","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","279","18","2","24","94","4","1","12","4","1","0","5","0","0","0","0","0","0","1","0","0","2","","","","","",""
"町田市","207","2","1","34","76","7","2","6","1","0","0","2","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","217","3","1","2","41","3","1","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","154","5","0","8","42","0","0","5","5","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","223","7","1","12","52","4","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","1","","","","","",""
"多摩府中","373","4","7","22","50","9","1","5","6","0","0","2","0","0","0","0","0","0","0","0","0","7","","","","","",""
"多摩小平","309","12","5","33","49","12","0","4","6","0","0","4","1","0","0","0","0","1","1","0","0","10","","","","","",""
"島しょ","42","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4804","93","38","234","1149","99","25","110","60","1","4","45","13","1","0","13","0","3","3","0","1","51","","","","","",""
