"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","4","0","0","0","16","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","","","","","",""
"みなと","9","5","0","7","64","9","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","13","1","0","3","27","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","15","0","0","2","21","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","8","0","0","2","20","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","14","0","0","5","8","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"江東区","10","0","0","6","65","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"品川区","5","0","1","2","57","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","4","0","0","0","18","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","27","0","2","14","80","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","35","0","2","4","53","2","0","0","5","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","6","0","0","0","24","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","11","0","0","3","24","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","23","0","0","31","23","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","15","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","11","0","1","3","29","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"荒川区","3","0","0","7","16","3","0","1","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","14","0","0","1","21","3","0","0","1","2","0","0","0","0","0","1","0","0","0","0","","","","","",""
"練馬区","27","0","0","4","29","2","0","0","2","0","0","0","0","0","0","2","0","0","0","0","","","","","",""
"足立","11","0","1","5","26","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","25","0","0","4","21","6","0","0","3","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","21","1","0","15","52","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","10","1","1","27","56","5","0","1","4","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"町田市","16","0","0","35","76","10","0","1","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","42","0","0","10","23","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","11","0","0","6","17","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","16","0","0","1","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","44","0","1","5","42","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"多摩小平","41","1","1","13","45","9","0","0","4","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","493","9","10","216","985","81","1","9","41","3","1","9","2","0","0","11","0","0","1","0","","","","","",""
