"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","31","0","0","0","12","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","61","0","3","7","17","10","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","5","3","1","0","0","0"
"みなと","131","3","2","12","48","3","0","0","4","1","0","0","0","0","0","0","0","0","1","0","0","9","6","0","1","1","0"
"新宿区","160","7","1","26","36","3","0","0","1","0","0","1","0","0","0","0","0","0","4","0","0","12","8","1","2","2","0"
"文京","75","0","0","5","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","7","4","1","1","1","0"
"台東","81","1","1","5","64","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","128","2","0","20","36","8","0","1","0","0","0","0","1","1","0","0","0","0","0","0","4","8","5","1","1","1","0"
"江東区","393","2","0","22","144","8","0","2","6","0","0","1","4","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","158","0","0","6","77","4","0","0","4","0","0","0","1","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","57","1","0","4","16","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","481","5","3","38","174","10","0","0","5","0","0","19","1","0","0","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","637","1","3","90","163","7","0","0","6","0","0","1","0","0","0","0","0","0","0","0","6","25","16","2","2","2","0"
"渋谷区","67","0","0","2","29","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","7","4","1","1","1","0"
"中野区","133","0","0","0","74","9","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","11","7","1","1","1","0"
"杉並","336","0","0","9","85","10","0","0","2","0","0","3","1","1","0","1","0","0","0","0","0","16","10","1","1","1","0"
"池袋","73","0","0","0","10","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","213","3","0","5","20","7","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","143","1","1","19","34","2","0","1","6","1","0","1","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","199","0","4","4","34","6","1","0","5","0","0","2","3","0","0","1","0","0","1","0","1","16","10","2","1","1","0"
"練馬区","448","4","0","12","124","11","0","0","7","1","0","2","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","413","0","0","21","181","18","0","3","4","0","1","0","1","0","0","1","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","320","0","1","19","65","28","0","2","5","0","0","2","0","0","0","2","0","0","8","0","3","13","8","1","1","1","0"
"江戸川","310","0","3","29","116","15","1","0","7","1","1","0","0","0","0","2","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","622","4","9","58","99","28","0","2","8","0","1","10","1","0","0","0","0","0","0","0","1","18","11","2","1","1","0"
"町田市","353","2","0","52","110","13","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","364","0","0","19","49","3","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","420","2","0","15","47","6","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","640","5","0","29","124","20","0","1","6","1","0","4","0","1","0","0","0","0","0","0","2","21","14","2","1","1","0"
"多摩府中","954","2","3","44","145","25","0","7","13","1","0","1","1","0","0","0","2","2","3","0","3","33","21","3","3","3","0"
"多摩小平","892","0","2","35","151","42","0","2","8","0","0","1","1","0","0","2","0","0","4","0","0","23","15","2","2","2","0"
"島しょ","34","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","9327","45","36","609","2287","303","2","31","109","6","3","57","19","3","0","10","2","2","21","0","26","419","264","38","25","25","0"
