"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","21","27","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","3","0","2","2","2"
"中央区","29","9","0","0","11","18","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","82","22","2","0","20","15","1","1","0","3","1","0","0","1","0","0","0","0","0","0","0","0","6","9","6","0","1","1","1"
"新宿区","73","74","4","2","16","33","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","6","12","8","2","2","2","2"
"文京","63","30","0","0","2","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","7","4","1","1","1","1"
"台東","42","19","0","0","25","48","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","102","57","0","0","9","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","5","1","1","1","1"
"江東区","228","45","5","0","34","53","2","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","103","36","1","0","20","48","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","51","23","1","1","17","17","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","238","80","2","9","26","120","2","1","0","0","0","2","1","0","0","0","0","0","0","0","0","0","4","21","13","2","1","1","1"
"世田谷","297","115","4","1","30","87","2","0","4","6","0","2","0","0","0","5","0","0","0","0","0","1","7","24","16","2","2","2","2"
"渋谷区","37","21","0","0","2","16","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","7","7","4","1","1","1","1"
"中野区","132","33","0","4","43","39","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","171","48","0","8","14","40","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","8","17","11","1","2","2","2"
"池袋","66","55","0","5","8","7","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","8","5","1","1","1","1"
"北区","151","66","3","2","39","38","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","154","45","6","5","30","36","2","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","150","85","0","0","24","46","2","0","7","0","0","1","1","0","0","0","0","0","0","0","0","1","4","16","10","2","1","1","1"
"練馬区","254","103","6","8","33","65","4","0","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","202","84","3","23","50","64","0","0","0","3","0","0","0","0","0","3","0","0","0","0","0","0","0","19","12","2","0","0","0"
"葛飾区","126","64","0","1","28","33","2","1","0","4","0","1","0","0","0","0","0","0","1","0","0","0","6","13","8","1","1","1","1"
"江戸川","177","102","1","1","37","81","3","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","389","117","3","3","52","122","2","0","0","7","0","1","0","0","1","1","0","0","0","0","0","0","16","18","11","2","1","1","1"
"町田市","193","73","1","0","27","52","3","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","190","66","0","2","9","34","1","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","6","14","8","1","1","1","1"
"南多摩","195","51","1","0","10","29","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","335","118","1","1","67","74","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","21","14","2","1","1","1"
"多摩府中","524","155","7","6","60","103","3","0","4","6","1","2","1","0","1","0","0","0","0","0","0","5","18","33","21","3","3","3","3"
"多摩小平","439","109","5","4","93","113","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","3","13","22","14","2","2","2","2"
"島しょ","0","8","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","5214","1940","56","86","841","1468","49","4","16","53","4","14","6","2","2","20","0","0","1","0","0","12","119","416","262","39","25","25","25"
