"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","1","0","0","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","6","0","1","2","15","3","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"みなと","18","2","1","3","36","3","1","2","3","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","19","0","0","11","27","2","0","0","1","0","0","1","0","0","0","0","0","0","2","0","1","","","","","",""
"文京","5","0","2","2","11","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","6","0","0","5","25","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","6","2","2","7","18","4","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","13","3","0","18","75","5","2","1","4","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","8","0","0","9","39","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","0","0","0","16","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","24","1","5","15","104","4","0","4","7","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","45","0","3","40","90","8","1","0","4","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"渋谷区","14","0","0","1","14","2","0","0","1","0","0","0","1","0","0","3","0","0","0","0","0","","","","","",""
"中野区","12","0","0","1","47","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","16","0","1","6","48","2","0","1","2","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","8","0","0","4","14","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"北区","6","0","0","3","48","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","10","1","0","7","47","2","0","1","6","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","14","0","2","7","39","2","0","1","1","0","0","2","3","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","40","1","0","20","69","8","1","1","4","0","1","1","2","0","0","0","0","0","0","0","0","","","","","",""
"足立","24","0","0","13","86","7","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"葛飾区","19","0","0","10","66","2","0","1","3","0","0","1","0","0","0","0","0","0","6","0","0","","","","","",""
"江戸川","19","2","4","23","91","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","25","3","2","51","141","8","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","28","0","2","28","80","8","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","10","0","6","7","39","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","29","0","1","11","72","2","1","1","4","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","27","2","0","15","78","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","23","5","2","32","175","8","0","0","2","0","0","3","0","0","0","0","0","2","0","0","1","","","","","",""
"多摩小平","37","1","2","12","124","2","1","0","6","0","0","0","0","0","0","0","1","0","0","0","1","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","515","24","36","363","1740","102","11","14","70","0","2","23","9","0","0","8","1","4","8","0","3","","","","","",""
