"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","1","1","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中央区","5","0","1","3","8","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","9","0","5","5","26","5","0","1","1","0","0","3","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","12","5","0","2","20","1","0","1","1","0","0","0","0","1","0","1","0","0","4","0","0","0","","","","","",""
"文京","4","1","1","2","17","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","0","3","1","27","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","0","0","2","17","1","0","1","0","0","0","4","0","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","16","2","0","10","53","2","0","2","2","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","5","0","1","4","26","3","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","1","2","3","18","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","27","6","6","9","61","4","1","4","2","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","20","3","6","16","71","4","1","3","1","0","0","0","0","0","0","0","0","1","1","0","0","5","","","","","",""
"渋谷区","11","0","0","1","17","6","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","","","","","",""
"中野区","16","1","0","3","35","1","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","8","0","1","5","25","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","","","","","",""
"池袋","4","6","0","0","9","0","0","0","3","0","0","0","0","0","0","0","0","0","3","0","0","0","","","","","",""
"北区","5","1","0","2","16","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","7","3","0","4","2","3","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","0","0","0","19","1","0","1","2","0","0","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"練馬区","18","4","0","13","72","15","0","0","1","0","0","3","2","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","17","4","1","14","63","4","0","1","0","1","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","13","0","1","7","32","6","0","3","2","0","0","2","0","0","0","1","0","0","2","0","0","0","","","","","",""
"江戸川","17","2","2","14","65","3","0","6","3","1","0","7","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","12","10","0","15","71","6","1","4","4","0","0","10","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","8","0","0","21","40","4","0","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","9","1","0","7","37","1","0","1","0","0","0","9","0","0","0","0","0","0","4","0","0","0","","","","","",""
"南多摩","6","4","0","7","49","1","0","6","3","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","15","4","2","21","42","5","0","4","1","0","0","3","0","0","0","0","0","0","2","0","0","0","","","","","",""
"多摩府中","22","5","3","15","75","14","1","1","3","1","0","26","0","0","0","0","0","0","5","0","0","0","","","","","",""
"多摩小平","15","5","11","26","69","11","1","4","10","0","1","7","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","326","69","47","232","1090","110","6","51","47","5","2","98","6","4","0","9","0","1","27","0","0","6","","","","","",""
