"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","6","1","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","6","1","1","0","2","0","0","0","0"
"20〜24歳","24","4","7","7","1","0","0","0","0"
"25〜29歳","18","5","4","10","2","1","0","0","0"
"30〜34歳","19","6","4","5","1","2","1","0","0"
"35〜39歳","13","2","3","4","0","0","0","0","0"
"40〜44歳","2","7","1","6","2","1","0","0","0"
"45〜49歳","9","3","0","2","2","0","1","0","0"
"50〜54歳","1","0","0","3","1","0","0","0","0"
"55〜59歳","0","0","0","1","0","0","0","0","0"
"60〜64歳","0","1","0","0","0","0","2","0","0"
"65〜69歳","0","0","0","0","1","0","0","0","0"
"70歳以上","0","2","0","0","0","0","8","1","0"
"合計","92","31","20","38","12","4","24","3","0"
