"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","6","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","7","1","0","15","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","0","29","1","0","7","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","46","1","1","9","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","11","0","0","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","9","0","0","25","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","10","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","57","1","1","22","2","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","19","0","1","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","22","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","19","5","6","37","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","64","1","1","28","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","27","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","11","0","0","11","1","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","11","1","1","18","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","19","3","0","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","13","1","0","8","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","28","0","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","19","0","0","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","39","1","8","19","0","1","0","2","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","0","48","4","2","27","1","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","7","0","0","27","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","104","1","0","22","1","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","63","0","0","39","0","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","10","1","5","17","0","0","0","4","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","1","12","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","30","1","0","15","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","27","2","2","27","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","36","0","1","42","5","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","27","1","4","31","1","0","0","4","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","818","27","34","517","19","12","1","46","12","11","0","3","0","3","0","0","0","0","0","0","","","","","",""
