"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","4","1","0","6","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","10","14","3","69","5","15","1","17","6","1","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","1","7","29","9","140","2","67","2","57","13","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","4","18","26","93","5","28","2","6","4","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","7","17","49","89","8","12","7","5","4","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","2","10","64","80","5","5","8","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","4","0","4","49","65","12","4","7","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","9","0","2","54","74","12","3","11","0","1","1","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0"
"7歳","3","0","3","34","65","14","1","1","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","3","0","2","25","47","14","0","2","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"9歳","1","0","1","24","51","8","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","9","0","1","43","93","14","4","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","0","0","3","26","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","5","0","0","14","47","0","1","0","0","0","0","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","51","34","102","397","945","99","143","43","88","34","14","17","1","0","7","0","0","1","0","6","2","1","1","1","1","0","1","1"
