"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","1","0"
"1〜4歳","0","0","0","0","0","0","4","0","0"
"5〜9歳","0","0","0","0","0","0","4","0","0"
"10〜14歳","0","0","0","1","0","0","0","0","0"
"15〜19歳","13","1","2","0","2","0","2","0","1"
"20〜24歳","30","6","6","5","5","0","2","0","0"
"25〜29歳","18","9","0","4","5","0","2","1","0"
"30〜34歳","8","5","1","1","3","0","1","0","0"
"35〜39歳","6","2","1","1","2","0","2","1","0"
"40〜44歳","2","2","0","0","2","0","2","1","1"
"45〜49歳","1","2","0","1","0","0","0","0","0"
"50〜54歳","0","1","0","0","1","0","2","0","0"
"55〜59歳","0","0","0","0","0","0","4","1","0"
"60〜64歳","0","0","0","0","1","0","4","0","0"
"65〜69歳","0","1","0","0","0","0","0","0","0"
"70歳以上","0","0","0","0","0","0","23","1","0"
"合計","78","29","10","13","21","0","58","6","2"
