"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","15","6","1","4","0","0","14","5","0","",""
"区南部","0","0","0","0","0","0","3","0","0","",""
"区西南部","11","0","0","1","0","0","28","22","0","",""
"区西部","30","1","1","28","0","0","30","8","5","",""
"区西北部","23","8","14","7","0","0","10","3","0","",""
"区東北部","3","4","0","4","0","0","5","0","0","",""
"区東部","19","16","10","22","0","0","6","4","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","6","0","1","",""
"北多摩西部","3","1","1","7","0","1","0","0","0","",""
"北多摩南部","2","0","0","3","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","106","36","27","76","0","1","106","42","6","",""
