"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","4","0"
"1〜4歳","0","0","0","0","0","0","6","8","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","1","0","0","0","0","0","0","0","0"
"15〜19歳","7","2","0","2","0","0","2","0","0"
"20〜24歳","38","9","2","7","4","0","0","0","0"
"25〜29歳","9","10","3","2","3","0","1","0","0"
"30〜34歳","15","7","3","2","5","0","0","2","0"
"35〜39歳","7","4","0","0","0","0","1","1","0"
"40〜44歳","3","3","0","1","3","1","0","0","0"
"45〜49歳","2","5","0","0","2","0","3","1","0"
"50〜54歳","3","1","0","0","0","0","2","0","0"
"55〜59歳","0","1","0","0","0","0","3","0","0"
"60〜64歳","0","0","0","0","0","0","5","1","0"
"65〜69歳","0","2","0","0","0","0","2","2","0"
"70歳以上","0","1","0","0","0","0","24","2","0"
"合計","85","45","8","14","17","1","56","22","0"
