"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","40","53","16","15","0","0","7","0","0","",""
"区南部","3","3","1","2","0","0","2","0","0","",""
"区西南部","7","10","2","3","0","0","1","1","0","",""
"区西部","19","15","43","13","0","0","15","0","0","",""
"区西北部","19","4","2","10","0","0","0","2","0","",""
"区東北部","0","0","0","0","0","0","1","0","0","",""
"区東部","16","9","5","9","0","0","6","1","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","1","0","",""
"北多摩西部","1","0","0","0","0","0","1","0","0","",""
"北多摩南部","2","0","0","1","0","0","15","0","0","",""
"北多摩北部","0","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","107","94","69","53","0","0","50","5","0","",""
