"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","28","27","12","18","0","0","7","1","1","0","",""
"区南部","17","6","1","8","0","0","2","0","0","0","",""
"区西南部","5","3","2","0","0","1","1","0","0","0","",""
"区西部","40","11","31","32","0","7","8","5","0","0","",""
"区西北部","13","3","6","7","0","0","8","0","0","0","",""
"区東北部","2","0","1","0","0","0","1","4","0","0","",""
"区東部","11","3","6","7","0","1","1","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","2","0","0","0","",""
"北多摩西部","1","0","0","0","1","0","1","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","13","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","5","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","117","53","59","72","1","9","49","12","1","0","",""
