"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","12","2","0","0","6","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","62","1","0","0","26","6","0","0","10","0","1","0","0","0","0","0","0","0","0","0"
"1歳","164","1","1","3","79","20","7","2","18","0","0","1","1","1","0","0","0","0","1","0"
"2歳","162","0","2","3","52","25","0","2","0","0","1","5","0","0","0","0","0","0","0","0"
"3歳","203","0","3","11","38","11","0","2","0","0","0","8","1","0","0","0","0","0","0","0"
"4歳","324","0","0","19","43","6","1","1","0","0","0","3","0","0","0","0","0","0","0","0"
"5歳","344","0","2","30","47","10","0","2","0","0","0","3","0","0","0","0","0","0","0","0"
"6歳","377","0","1","23","29","5","0","1","1","0","0","6","0","0","0","0","0","0","0","0"
"7歳","343","0","0","23","35","1","0","6","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","284","0","0","15","30","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","235","0","1","4","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","773","0","0","11","56","3","0","1","0","0","0","1","0","0","0","0","0","0","1","0"
"15〜19歳","209","0","0","2","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","301","0","0","4","77","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"30〜39歳","351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"40〜49歳","277","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"60〜69歳","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"70〜79歳","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"80歳以上","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","4596","4","10","148","565","92","8","17","32","0","2","29","2","1","0","6","0","0","3","2"
