"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","1","0","0","6","0","1","0","5","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","3","0","0","5","0","33","0","1","0","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","12","2","1","10","6","23","0","2","0","5","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","2","19","5","6","15","1","28","0","1","0","6","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","2","2","0","4","5","2","24","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","3","3","2","5","0","26","2","1","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","8","7","2","1","0","0","27","0","2","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","1","9","1","7","25","0","67","0","4","0","8","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","1","3","0","1","14","1","40","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","8","2","1","7","2","23","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","20","6","16","38","3","56","1","3","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","5","14","6","21","31","4","51","2","2","0","21","3","3","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","4","0","1","4","0","17","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","7","3","2","15","0","72","1","2","0","8","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","3","6","4","2","12","0","53","1","2","0","6","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"池袋","1","10","0","1","5","0","10","0","0","1","3","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"北区","0","4","5","1","7","0","19","0","5","0","1","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"荒川区","1","23","3","1","7","0","21","0","1","0","4","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","0","2","1","4","12","0","34","0","3","0","8","1","5","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","6","6","12","10","0","75","0","6","0","13","8","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","15","3","5","23","0","38","0","3","0","23","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","2","1","3","14","0","34","0","1","0","10","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","6","11","6","11","27","0","46","3","2","0","8","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","12","4","12","32","0","118","1","5","0","23","2","1","0","0","3","0","0","0","0","0","0","","","","","",""
"町田市","0","2","1","5","30","2","55","0","0","0","14","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","1","3","7","3","38","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","9","2","9","9","3","40","1","3","0","13","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","6","0","13","19","2","66","0","2","0","18","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","2","23","16","24","35","1","105","0","5","0","29","1","2","1","0","2","1","1","0","0","0","0","","","","","",""
"多摩小平","0","27","20","21","35","5","134","0","6","0","14","2","2","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","40","271","103","191","458","35","1383","12","65","1","299","25","29","1","0","14","1","1","1","0","0","0","","","","","",""
