"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","1","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","4","3","0","2","2","0"
"中央区","3","2","1","6","38","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","9","2","0","13","33","2","1","11","2","1","0","0","1","0","0","0","0","0","2","0","1","9","6","0","1","1","0"
"新宿区","26","5","0","22","38","1","1","6","2","0","0","0","1","0","0","0","0","0","0","0","0","12","8","1","2","2","0"
"文京","15","1","0","4","32","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"台東","1","2","0","4","34","0","0","4","5","0","0","1","1","0","0","0","0","0","0","0","0","6","3","0","0","0","0"
"墨田区","12","2","2","3","11","0","0","3","7","0","0","0","0","0","0","0","0","0","0","3","0","8","5","1","1","1","0"
"江東区","13","1","2","12","97","4","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","7","3","1","5","48","1","0","6","5","0","0","1","0","0","1","0","0","0","0","0","0","11","8","1","0","0","0"
"目黒区","14","1","0","12","21","1","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","19","8","1","21","93","9","5","13","3","1","3","0","0","0","5","0","0","0","0","0","0","21","13","2","1","1","0"
"世田谷","36","2","5","27","87","10","1","7","5","0","1","0","0","0","0","0","0","0","0","1","1","25","16","2","2","2","0"
"渋谷区","2","0","0","1","26","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","7","4","1","1","1","0"
"中野区","23","6","2","21","33","1","0","7","3","0","2","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","17","2","0","10","44","2","0","1","1","0","0","0","2","0","1","0","0","0","0","2","2","16","10","1","2","2","0"
"池袋","16","2","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","7","4","1","1","1","0"
"北区","10","0","1","3","32","2","0","8","5","0","0","0","0","0","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","7","7","1","8","35","1","0","2","3","1","1","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","14","1","0","6","61","1","1","9","3","0","0","0","0","0","0","1","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","14","2","0","29","58","7","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","18","4","1","21","81","13","0","3","6","0","1","0","0","0","0","0","0","0","0","0","0","20","13","1","0","0","0"
"葛飾区","10","0","0","14","65","0","2","5","4","0","0","0","1","0","0","0","0","0","0","2","0","13","8","1","1","1","0"
"江戸川","17","3","4","16","61","5","0","8","3","0","5","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"八王子市","16","2","2","17","106","7","2","6","6","0","2","0","0","0","1","0","0","0","0","0","0","18","11","2","1","1","0"
"町田市","17","1","2","31","93","3","0","3","2","0","3","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","6","0","1","2","15","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","13","7","1","1","1","0"
"南多摩","8","3","0","13","44","2","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","15","3","0","20","107","9","0","8","5","0","0","1","0","0","0","0","0","0","0","0","0","20","13","2","1","1","0"
"多摩府中","43","2","1","22","83","13","0","12","11","2","1","1","0","0","0","1","0","0","1","2","2","30","18","3","3","3","0"
"多摩小平","27","2","9","46","90","6","1","15","7","0","1","1","0","0","0","0","0","0","0","0","1","22","14","2","2","2","0"
"島しょ","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","439","69","36","411","1578","102","15","156","110","6","20","5","6","0","8","2","0","0","3","11","8","409","255","37","25","25","0"
