"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","1","9","1","0","2","9","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"〜1歳","4","0","0","1","34","10","0","0","34","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0"
"1歳","9","0","0","3","90","23","0","0","9","0","0","0","2","7","0","0","0","1","0","0","0","0","0","0"
"2歳","18","0","0","3","77","33","2","6","2","0","0","1","1","7","0","0","0","0","0","0","0","0","0","0"
"3歳","20","0","0","13","96","32","1","8","0","0","0","1","2","15","2","0","0","1","0","0","0","0","0","0"
"4歳","15","0","1","14","113","24","1","9","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0"
"5歳","18","0","0","20","99","18","1","10","0","0","0","0","0","17","1","0","0","1","0","0","0","0","0","0"
"6歳","9","0","0","17","100","13","1","13","0","0","0","1","2","14","0","0","0","2","0","0","0","0","0","0"
"7歳","10","0","0","3","66","5","0","3","1","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"8歳","20","0","0","10","74","2","0","5","2","0","0","0","0","6","0","0","0","1","0","0","0","0","0","0"
"9歳","13","0","0","3","50","4","0","2","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","33","0","0","7","129","3","0","5","0","0","0","0","3","9","1","0","0","1","0","0","0","0","0","0"
"15〜19歳","32","0","0","2","61","1","0","0","0","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","48","0","0","4","260","1","0","1","0","0","0","1","0","7","0","0","0","4","0","0","0","0","0","0"
"30〜39歳","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"40〜49歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"50〜59歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"60〜69歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","320","0","1","101","1258","170","6","64","57","0","0","5","12","113","7","0","0","26","0","0","1","0","0","0"
