"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","54","0","1205","9","1","0","22","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","7","0","0","0","0"
"〜1歳","120","4","*","10","4","3","64","0","1","0","10","1","0","1","1","0","1","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0","1"
"1歳","497","10","7996","18","8","16","154","2","2","1","27","1","0","0","3","0","1","0","0","1","0","0","7","0","2","0","2","0","0","4","2","0","0","0"
"2歳","602","4","*","5","13","28","126","5","0","1","11","0","1","0","1","0","1","0","0","0","0","0","8","1","0","0","0","0","0","8","0","0","0","1"
"3歳","657","3","*","5","6","50","97","2","0","3","5","0","1","0","1","0","2","0","0","3","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"4歳","771","3","*","1","2","59","97","4","1","1","2","1","0","0","0","0","0","0","0","0","0","0","4","1","1","1","0","1","0","3","1","0","0","1"
"5歳","929","3","8167","0","6","70","96","1","0","5","0","1","0","0","0","0","0","0","0","1","0","0","6","1","0","0","0","0","0","6","0","1","0","0"
"6歳","877","1","*","0","1","51","92","3","1","3","0","2","2","1","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"7歳","840","2","*","1","2","62","84","6","0","1","0","0","0","0","0","0","0","0","0","3","0","0","8","1","1","0","1","1","0","6","2","1","0","0"
"8歳","760","5","*","3","1","62","60","13","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"9歳","737","4","*","1","1","55","66","10","0","2","0","0","1","0","0","0","0","0","0","1","0","0","3","1","0","0","0","0","0","3","0","0","0","1"
"10〜14歳","2821","11","5081","0","1","78","196","42","1","1","0","0","5","0","0","0","0","0","0","3","0","0","6","0","0","0","0","0","0","6","0","0","0","0"
"15〜19歳","1160","10","1926","0","2","5","28","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","0","0","1","1","0","0","0"
"20〜29歳","1169","24","2048","1","1","17","119","2","0","0","0","1","1","0","0","0","0","0","1","2","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"30〜39歳","856","28","1893","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","3","2","0","0","0","0","0","3","0","0","0","2"
"40〜49歳","884","23","1950","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","1"
"50〜59歳","629","35","1497","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","1","0","0","1","0","0","2","1","0","0","1"
"60〜69歳","312","26","974","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","1","1","0","1","0","0","6","1","0","0","1"
"70〜79歳","176","19","705","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","12","1","0","3","0","0","7","3","0","0","12"
"80歳以上","96","27","381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30","21","0","1","1","1","0","27","2","0","0","21"
"合計","14947","242","33823","54","49","556","1301","92","7","20","56","7","12","2","6","0","17","0","1","19","0","0","115","44","6","2","10","3","0","98","13","2","0","42"
