"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","9","0"
"1〜4歳","0","0","0","0","0","0","1","20","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","4","0","0","2","0","0","0","1","0"
"20〜24歳","18","4","6","10","0","2","0","0","0"
"25〜29歳","21","10","4","14","0","2","1","0","0"
"30〜34歳","20","10","12","9","0","2","0","0","0"
"35〜39歳","12","8","11","11","0","2","2","1","0"
"40〜44歳","15","9","5","2","0","1","1","0","0"
"45〜49歳","7","10","6","5","0","0","3","0","0"
"50〜54歳","4","1","1","0","0","0","2","0","0"
"55〜59歳","3","7","1","2","0","0","4","1","0"
"60〜64歳","2","2","1","3","0","0","8","0","0"
"65〜69歳","0","2","1","0","0","0","10","4","0"
"70歳以上","0","1","0","2","0","0","44","7","1"
"合計","106","64","48","60","0","9","89","43","1"
