"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","175","1","0","1","14","0","6","0","5","1","2","1","0","0","0","2","0","0","1","0","","","","","",""
"区南部","221","2","1","4","22","1","5","0","4","1","2","2","0","0","0","1","0","0","0","0","","","","","",""
"区西南部","239","0","2","5","9","2","2","0","5","0","3","2","0","0","0","0","0","0","0","0","","","","","",""
"区西部","259","0","0","4","36","2","1","1","6","0","0","2","0","0","0","2","0","0","0","0","","","","","",""
"区西北部","267","0","0","3","4","0","10","0","2","0","0","5","0","0","0","2","0","0","0","0","","","","","",""
"区東北部","258","0","0","2","15","4","12","1","5","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"区東部","340","1","0","12","9","2","9","1","10","1","2","2","0","0","0","1","0","0","0","0","","","","","",""
"西多摩","83","0","0","0","5","1","0","0","0","0","1","5","0","0","0","2","0","0","0","0","","","","","",""
"南多摩","478","1","1","21","35","11","5","2","5","0","7","20","2","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","103","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","264","0","0","0","2","2","0","0","3","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","222","0","1","6","10","2","6","0","4","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","9","0","0","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2918","5","5","59","164","27","64","5","50","3","18","44","2","1","0","12","0","0","1","0","","","","","",""
