"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","","","","","",""
"中央区","3","0","0","2","11","3","6","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","9","3","0","2","5","0","7","1","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","2","11","0","7","5","0","3","0","2","0","0","2","0","0","0","0","0","2","0","0","0","","","","","",""
"文京","6","2","0","0","2","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","7","2","3","7","5","0","5","1","2","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","5","0","2","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"江東区","5","7","3","11","19","0","9","0","4","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","1","2","4","24","1","9","3","3","6","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","1","1","6","9","1","13","1","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","1","6","4","7","41","3","24","0","1","8","4","2","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","17","8","6","19","19","2","29","0","5","5","1","1","0","0","0","0","0","0","0","0","1","","","","","",""
"渋谷区","3","2","1","0","7","0","10","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中野区","4","4","0","12","9","0","4","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","0","3","5","18","1","6","1","0","3","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"池袋","2","5","0","4","4","0","6","0","2","10","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","3","0","2","6","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","14","8","1","4","5","4","5","6","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","5","1","0","4","13","2","3","0","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","7","5","0","22","18","1","11","2","5","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","25","15","1","5","25","2","5","0","5","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","11","4","3","3","17","1","5","1","2","4","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江戸川","11","4","0","12","33","1","5","1","1","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","13","8","0","17","26","7","19","1","0","5","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","3","0","0","13","16","3","9","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","0","1","11","1","23","1","2","3","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","8","1","9","11","0","9","3","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","3","5","0","8","13","1","14","0","0","4","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩府中","30","16","4","10","16","2","32","1","4","11","1","2","0","0","0","0","0","1","0","0","1","","","","","",""
"多摩小平","9","6","5","18","12","4","31","2","7","13","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","211","140","38","216","400","41","322","29","60","113","12","9","1","0","3","1","0","7","0","0","4","","","","","",""
