"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","13","140","1","0","4","4","0","1","1","0","0","2","0","0","0","0","0","0","1","0","0","0","7","4","4","3","0","2","2","2"
"中央区","1","10","217","1","0","2","31","2","0","1","0","15","0","0","0","0","0","0","0","0","0","0","0","0","5","5","3","1","0","0","0"
"みなと","1","10","412","1","4","10","26","3","4","4","1","29","1","3","0","0","0","0","0","0","1","0","0","4","9","9","6","0","1","1","1"
"新宿区","2","37","346","3","1","6","36","6","1","1","0","5","0","1","1","0","2","0","1","0","0","0","0","1","12","12","8","2","2","2","2"
"文京","1","34","535","4","9","12","44","6","0","0","1","4","1","4","0","0","0","0","1","0","0","0","0","0","7","7","4","1","1","1","1"
"台東","5","3","430","3","0","4","71","1","2","6","3","5","1","0","0","0","0","0","0","0","0","0","0","0","7","7","4","0","0","0","0"
"墨田区","1","27","158","1","2","5","11","0","0","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","8","8","5","1","1","1","1"
"江東区","1","35","835","1","9","23","85","4","6","0","3","16","2","1","0","0","2","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"品川区","0","29","395","0","2","11","36","1","3","2","1","9","0","0","0","0","0","0","0","0","0","0","0","0","12","12","8","1","0","0","0"
"目黒区","1","10","297","2","0","6","22","3","2","0","3","20","1","0","0","0","0","0","0","0","0","0","0","0","8","8","5","1","0","0","0"
"大田区","8","72","807","2","7","45","96","4","38","3","2","23","0","6","0","2","0","0","0","0","0","0","0","1","21","21","13","2","1","1","1"
"世田谷","6","56","1257","3","2","23","72","5","6","8","2","16","0","1","0","0","3","0","0","2","0","0","0","8","25","25","16","2","2","2","2"
"渋谷区","4","20","232","2","0","0","16","2","2","2","2","2","0","0","0","0","2","0","0","0","0","0","0","4","7","7","4","1","1","1","1"
"中野区","1","29","848","4","0","29","28","2","1","2","2","10","0","0","0","0","0","0","0","0","0","0","0","0","10","10","6","1","0","0","0"
"杉並","5","44","575","4","6","20","43","3","2","0","1","2","0","5","0","0","0","0","0","2","1","0","0","5","17","17","11","1","2","2","2"
"池袋","3","18","514","2","0","10","17","2","1","1","1","4","0","0","0","0","2","0","0","1","0","0","0","0","7","7","5","1","1","1","1"
"北区","9","35","595","4","4","20","49","6","7","1","2","5","0","0","0","0","0","0","0","0","0","0","0","0","11","11","7","1","0","0","0"
"荒川区","0","23","539","9","1","17","34","0","5","8","1","7","0","0","0","0","0","0","0","0","0","0","0","0","7","7","4","1","0","0","0"
"板橋区","3","44","696","1","7","9","40","5","7","0","4","7","0","1","0","0","0","0","0","0","0","0","0","3","16","16","10","2","1","1","1"
"練馬区","5","61","940","10","3","31","82","12","4","0","7","23","0","1","0","0","1","0","0","0","0","0","0","0","21","21","13","2","0","0","0"
"足立","7","61","1120","9","13","27","85","2","4","14","6","6","1","0","1","0","1","0","0","0","0","0","0","0","20","20","13","2","0","0","0"
"葛飾区","6","44","596","0","2","9","34","10","3","2","1","1","0","0","0","0","0","0","0","1","1","0","0","4","13","13","8","1","1","1","1"
"江戸川","3","61","1058","1","12","28","68","6","22","4","2","16","0","2","0","1","1","0","0","0","0","0","0","0","19","19","12","2","0","0","0"
"八王子市","1","61","1848","7","8","38","91","9","3","22","7","8","1","2","0","0","0","0","0","0","0","0","0","3","18","18","11","2","1","1","1"
"町田市","1","30","1707","1","1","52","171","11","12","10","10","30","4","3","1","0","0","0","0","0","0","0","0","0","13","13","8","1","0","0","0"
"西多摩","0","26","255","0","1","9","24","0","1","6","1","2","0","0","0","0","1","0","0","2","0","0","0","2","13","13","8","1","1","1","1"
"南多摩","1","38","756","4","5","16","34","9","1","1","1","5","2","1","0","0","0","0","0","0","0","0","0","0","14","14","9","1","0","0","0"
"多摩立川","0","34","889","1","1","41","50","17","3","6","1","6","3","0","0","0","1","0","0","0","0","0","0","2","21","21","14","2","1","1","1"
"多摩府中","11","85","2104","5","8","81","113","15","12","5","2","8","2","7","0","0","0","0","0","0","0","0","0","5","33","33","21","3","3","3","3"
"多摩小平","9","72","1626","5","10","64","140","9","3","10","9","29","0","1","0","0","0","1","2","3","0","0","0","6","23","23","15","2","2","2","2"
"島しょ","0","13","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","2","2","1","0","1","1","1"
"合計","96","1135","22758","91","118","652","1653","155","156","120","77","315","21","41","3","3","16","1","4","14","3","0","0","56","417","417","264","39","25","25","25"
