"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","33","0","0","3","5","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","","","","","",""
"中央区","2","18","0","1","0","6","0","18","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"みなと","4","32","0","0","4","10","0","39","4","1","3","0","0","0","0","0","0","0","0","0","0","0","10","","","","","",""
"新宿区","1","42","0","0","4","11","0","43","2","2","4","0","0","0","0","0","0","0","1","0","0","0","4","","","","","",""
"文京","0","32","1","0","7","9","0","24","2","0","2","2","0","0","0","3","0","0","0","0","0","0","9","","","","","",""
"台東","0","23","0","2","5","12","1","40","1","2","9","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","2","50","0","0","2","4","0","32","0","1","1","0","1","0","0","0","0","0","2","0","0","1","6","","","","","",""
"江東区","1","49","1","1","11","17","0","114","1","1","9","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","2","40","0","0","4","12","0","35","0","1","21","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","24","0","2","4","3","0","32","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","3","78","5","3","10","28","2","116","2","2","28","0","0","0","0","0","0","0","2","0","0","0","4","","","","","",""
"世田谷","4","94","3","2","11","29","1","113","2","0","27","0","0","0","0","0","0","1","0","0","0","1","5","","","","","",""
"渋谷区","0","16","0","0","0","2","1","20","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","","","","","",""
"中野区","3","45","2","1","8","16","2","58","0","1","16","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","42","0","3","3","19","2","72","5","1","9","0","0","0","0","0","0","0","5","0","0","2","19","","","","","",""
"池袋","0","27","1","1","5","4","3","37","0","0","4","0","0","0","0","2","0","0","1","0","0","0","0","","","","","",""
"北区","0","59","0","2","8","6","2","53","1","3","13","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","23","0","0","6","11","0","49","2","2","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","75","1","0","5","7","1","34","5","0","10","0","0","0","0","0","0","0","0","0","0","0","6","","","","","",""
"練馬区","1","80","2","1","23","17","2","113","1","1","37","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","3","91","4","8","11","21","1","39","0","5","19","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","6","52","0","0","1","7","0","48","0","0","12","0","0","0","0","0","0","0","4","0","0","0","7","","","","","",""
"江戸川","8","95","5","2","11","23","1","49","0","0","10","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","90","1","1","25","32","0","121","2","1","20","1","0","0","0","0","0","0","0","0","0","0","10","","","","","",""
"町田市","1","68","0","1","10","14","3","50","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","56","0","0","0","7","0","16","2","0","1","0","0","0","0","0","0","0","0","0","0","0","8","","","","","",""
"南多摩","0","54","0","0","4","6","0","53","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","82","3","0","12","15","2","77","2","2","11","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"多摩府中","6","148","3","5","26","24","6","229","13","2","45","0","4","0","0","1","0","0","3","0","0","1","13","","","","","",""
"多摩小平","6","110","6","5","25","28","2","221","0","3","15","1","2","0","0","0","0","0","0","0","0","0","7","","","","","",""
"島しょ","0","14","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"合計","61","1742","38","41","248","405","32","1961","49","32","362","6","8","1","0","8","0","1","18","0","0","5","132","","","","","",""
