"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","17","2","0","0","4","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","4","","","","","",""
"中央区","1","9","0","0","0","9","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","4","10","2","0","7","6","0","19","7","1","0","0","0","0","0","0","0","0","0","0","0","1","2","","","","","",""
"新宿区","5","27","1","1","6","11","0","15","2","0","2","0","0","0","0","1","0","0","2","0","0","0","5","","","","","",""
"文京","0","15","0","3","7","4","0","16","6","1","0","0","0","0","0","0","0","0","0","0","0","0","5","","","","","",""
"台東","5","8","0","0","3","15","1","15","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","5","31","1","0","2","2","0","21","0","0","1","0","0","0","0","0","0","0","0","0","0","1","3","","","","","",""
"江東区","5","26","1","0","9","26","1","60","2","3","11","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","17","1","1","4","15","1","21","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","9","0","1","5","6","1","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","8","34","1","6","9","40","0","91","21","4","16","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","6","74","0","0","16","32","8","79","14","0","8","0","0","0","0","1","0","1","3","0","0","0","5","","","","","",""
"渋谷区","1","7","0","0","0","5","0","16","1","0","0","0","0","0","0","0","0","0","0","0","0","0","12","","","","","",""
"中野区","4","13","1","0","6","14","0","51","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","5","29","2","1","8","14","1","38","4","1","2","0","0","0","0","0","0","0","8","0","0","0","2","","","","","",""
"池袋","5","13","0","1","1","6","0","34","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","2","17","1","0","7","9","2","24","4","6","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","20","3","0","8","8","0","46","2","2","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","2","33","0","0","5","15","0","49","4","0","2","0","1","0","0","0","0","0","0","0","0","0","1","","","","","",""
"練馬区","7","38","1","1","14","18","2","80","8","0","14","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","5","55","6","1","23","25","1","34","3","3","5","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","2","29","0","0","7","14","0","18","1","1","2","1","0","0","0","0","0","1","1","0","0","0","5","","","","","",""
"江戸川","6","52","2","0","5","24","1","55","0","0","1","0","2","0","0","3","0","0","0","0","0","0","0","","","","","",""
"八王子市","2","48","2","0","19","40","0","88","5","2","9","0","1","0","0","1","0","0","0","0","0","0","10","","","","","",""
"町田市","1","18","0","1","10","14","0","52","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","36","1","0","1","6","0","11","2","2","0","0","0","0","0","1","0","0","3","0","0","0","2","","","","","",""
"南多摩","0","22","0","0","3","12","0","39","0","1","3","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","5","35","5","0","11","24","0","84","2","3","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","8","69","3","3","26","21","2","118","13","2","4","0","1","0","0","0","1","0","5","0","0","0","6","","","","","",""
"多摩小平","6","62","0","3","29","45","0","114","3","7","5","1","0","0","0","1","1","0","2","0","0","0","8","","","","","",""
"島しょ","0","9","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","105","882","36","23","251","484","21","1324","121","43","110","7","8","0","0","8","2","3","24","0","0","2","70","","","","","",""
