"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","1","0"
"1〜4歳","0","0","0","0","0","0","4","1","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","6","0","0"
"15〜19歳","1","0","0","2","0","0","3","0","0"
"20〜24歳","16","1","4","12","0","0","0","0","0"
"25〜29歳","27","5","12","14","0","0","1","0","0"
"30〜34歳","19","6","6","7","0","1","0","0","0"
"35〜39歳","9","8","10","11","0","1","0","0","0"
"40〜44歳","13","10","8","7","0","3","2","0","0"
"45〜49歳","15","12","9","9","0","1","0","0","0"
"50〜54歳","6","6","3","0","0","0","1","0","0"
"55〜59歳","2","4","2","1","0","0","1","0","0"
"60〜64歳","1","5","0","1","0","0","3","0","0"
"65〜69歳","2","3","3","0","0","0","0","1","0"
"70歳以上","0","2","3","0","0","1","26","5","1"
"合計","111","62","60","64","0","7","57","8","1"
