"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","2","0","0","0","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","9","0","0","1","26","4","0","0","17","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"1歳","22","0","1","1","53","24","1","0","11","0","0","0","0","0","2","1","0","0","0","0","0","1","0","0"
"2歳","22","0","0","1","61","19","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0"
"3歳","22","0","2","4","55","17","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"4歳","25","0","5","4","35","14","0","1","1","0","0","0","1","2","0","1","0","0","0","0","0","1","0","0"
"5歳","11","0","0","3","32","13","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"6歳","12","0","0","5","32","7","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0"
"7歳","16","0","0","5","20","5","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"8歳","13","0","0","7","31","6","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
"9歳","12","0","0","3","16","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","53","0","1","1","29","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","29","0","0","0","18","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","42","0","0","0","89","0","0","0","0","0","0","2","0","2","0","0","0","2","0","0","0","0","0","0"
"30〜39歳","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"40〜49歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","356","0","9","35","501","110","3","9","30","0","1","4","3","14","5","2","0","9","0","0","0","3","0","0"
