"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","10","24","24","4","11","4","6","0","0","22","0","9","1","0","1","3","0","0","0","0","0","","","","","",""
"区南部","0","0","6","4","32","5","27","1","7","0","0","32","0","15","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","3","3","20","9","7","2","5","0","0","46","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","1","12","30","4","6","2","2","0","0","42","0","7","1","0","0","3","0","0","1","0","0","","","","","",""
"区西北部","0","0","4","5","12","1","10","9","5","0","0","67","0","20","2","0","0","1","0","0","1","0","0","","","","","",""
"区東北部","0","0","2","5","11","4","11","3","5","0","0","49","0","2","1","0","0","1","0","0","0","0","0","","","","","",""
"区東部","0","0","2","17","9","9","10","1","6","0","0","48","0","20","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","3","5","6","2","49","1","1","0","0","22","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","5","11","16","10","33","4","2","0","0","40","0","7","2","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","2","1","6","3","4","3","1","0","0","17","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","6","9","7","5","3","4","0","0","27","0","7","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","6","6","11","8","5","7","7","0","0","61","0","6","4","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","2","46","99","186","66","178","40","51","0","0","473","0","104","13","1","1","11","0","0","2","0","0","","","","","",""
