"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","15","2","0","9","2","0","1","0","0","",""
"区南部","1","0","0","0","0","0","1","0","0","",""
"区西南部","10","6","1","0","0","0","2","0","0","",""
"区西部","10","4","16","4","3","0","8","0","0","",""
"区西北部","5","5","2","2","3","0","2","1","0","",""
"区東北部","5","2","0","0","0","0","0","0","0","",""
"区東部","10","0","1","1","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","8","4","0","2","3","0","2","0","0","",""
"北多摩西部","19","0","0","2","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","4","1","0","",""
"北多摩北部","3","0","0","0","0","0","2","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","86","23","20","20","11","0","22","2","0","",""
