"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","1","0"
"1〜4歳","0","0","0","0","0","0","6","7","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","1","0","0","1","0","0","1","1","0"
"15〜19歳","10","0","1","2","0","0","2","2","0"
"20〜24歳","39","15","7","15","3","0","1","0","0"
"25〜29歳","52","22","14","23","2","0","0","0","0"
"30〜34歳","47","19","18","27","1","0","1","0","0"
"35〜39歳","30","20","21","20","1","0","1","0","0"
"40〜44歳","29","9","19","26","1","0","0","0","0"
"45〜49歳","11","11","12","11","0","0","0","1","0"
"50〜54歳","6","5","12","5","0","0","1","0","0"
"55〜59歳","2","11","2","1","0","0","2","0","0"
"60〜64歳","0","4","3","1","0","0","3","0","0"
"65〜69歳","1","1","1","0","0","0","0","0","0"
"70歳以上","1","2","2","0","0","0","22","3","0"
"合計","229","119","112","132","8","0","62","16","0"
