"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","57","670","12","5","7","62","3","7","3","4","11","1","2","0","0","1","0","0","0","0","0","1","2","","","","","","",""
"区南部","4","71","537","13","4","21","25","1","5","2","3","12","1","0","0","0","1","0","0","1","0","0","0","1","","","","","","",""
"区西南部","4","78","706","9","3","10","24","2","3","1","2","20","1","1","1","0","2","0","0","0","0","0","0","8","","","","","","",""
"区西部","2","110","757","10","1","7","33","1","10","3","2","2","1","1","0","0","1","0","0","0","0","1","0","3","","","","","","",""
"区西北部","10","171","1239","21","4","16","53","2","9","4","6","31","0","1","0","0","2","0","0","1","0","0","0","2","","","","","","",""
"区東北部","4","98","955","25","7","10","28","2","7","7","3","8","0","1","1","0","2","0","0","2","0","0","0","5","","","","","","",""
"区東部","4","111","928","8","5","19","54","2","7","2","4","22","0","2","1","0","2","0","0","1","0","0","1","2","","","","","","",""
"西多摩","0","26","117","0","0","5","7","1","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"南多摩","1","136","1664","19","5","35","107","9","6","14","5","32","1","2","1","0","0","0","0","0","0","0","0","3","","","","","","",""
"北多摩西部","1","43","312","2","1","10","21","2","3","3","0","14","0","2","0","0","2","0","0","0","0","0","0","2","","","","","","",""
"北多摩南部","6","121","839","8","4","19","44","1","9","5","3","34","1","6","0","0","1","0","0","0","0","0","1","2","","","","","","",""
"北多摩北部","10","52","513","22","2","16","34","3","3","3","4","13","1","1","0","0","1","0","0","4","0","0","0","6","","","","","","",""
"島しょ","0","12","36","0","0","0","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"合計","52","1086","9273","149","41","175","494","29","70","47","37","201","7","20","4","0","15","0","0","9","0","1","3","38","","","","","","",""
