"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","1","0","6","4","1","0","5","2","2","0","0","0","0","0","0","0","0","0"
"〜1歳","2","3","6","0","71","19","11","0","29","0","15","1","2","0","0","0","0","0","0","0"
"1歳","0","2","17","5","105","39","43","3","52","0","89","9","0","0","0","0","0","0","0","0"
"2歳","0","1","8","14","69","52","35","4","5","1","56","17","1","0","0","0","0","0","2","0"
"3歳","3","0","11","26","100","51","30","8","0","0","52","24","0","0","1","0","0","0","0","0"
"4歳","1","0","3","36","95","44","29","11","2","0","34","21","0","1","0","1","0","0","0","0"
"5歳","0","0","4","35","87","23","16","17","0","1","17","25","0","0","0","0","0","0","0","0"
"6歳","1","0","2","36","61","13","5","14","0","2","6","19","0","0","0","0","0","0","0","0"
"7歳","0","0","1","33","55","12","4","13","0","2","3","18","0","0","0","0","0","0","0","0"
"8歳","0","0","2","25","45","7","3","10","0","2","1","18","1","0","0","0","0","0","0","0"
"9歳","0","0","0","18","36","6","4","3","0","1","2","9","0","0","0","1","0","0","0","0"
"10〜14歳","2","0","1","34","76","4","4","5","0","4","3","13","1","0","0","0","0","0","1","1"
"15〜19歳","3","0","0","2","24","0","0","0","0","3","0","2","1","0","0","0","0","0","0","0"
"20〜29歳","0","3","1","10","80","1","2","3","2","16","1","5","1","0","0","1","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","15","9","57","274","910","275","187","91","95","34","281","181","7","1","1","20","0","0","3","1"
