"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","15","0","0","0","3","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","2","13","0","0","0","5","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","3","28","1","2","11","6","0","2","0","1","15","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","8","30","3","3","5","15","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","8","26","0","1","0","5","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","15","11","1","7","1","26","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","4","36","8","1","1","5","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"江東区","11","28","3","0","6","36","0","2","0","1","7","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","31","13","3","3","6","16","0","1","0","2","26","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","3","22","2","3","3","8","0","2","0","0","6","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","26","49","18","10","9","63","0","4","0","0","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","6","65","11","4","17","54","1","2","1","0","29","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"渋谷区","2","25","0","0","2","12","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","3","31","0","1","11","34","0","2","0","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","7","44","1","0","5","37","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","33","3","2","0","10","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","9","35","4","3","6","24","1","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","4","28","16","1","5","20","1","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","13","51","4","2","3","30","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","32","63","9","4","3","37","0","1","1","1","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","48","8","2","5","49","0","2","0","4","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","7","30","0","0","1","49","1","8","0","2","7","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","34","64","18","7","4","31","0","0","0","4","29","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","12","37","5","7","15","91","1","2","0","2","12","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"町田市","4","32","3","0","9","34","2","2","0","2","9","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","17","26","1","2","5","9","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","3","35","3","1","8","25","0","1","0","1","11","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","10","33","14","3","10","30","0","2","0","2","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","46","91","17","4","22","57","0","1","0","4","22","1","2","0","0","0","0","0","1","0","0","0","","","","","",""
"多摩小平","15","53","12","2","15","95","8","7","0","5","47","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","343","1099","168","75","189","916","17","53","2","42","313","7","10","1","0","2","0","0","1","0","0","2","","","","","",""
