"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","7","2","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","45","5","0","0","15","0","0","0","14","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","157","11","2","10","49","3","0","2","29","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"2歳","202","4","0","14","46","1","0","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","226","1","0","29","27","4","0","1","2","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","244","1","5","40","37","7","1","0","0","0","4","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","284","0","2","34","37","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"6歳","276","1","1","32","27","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","217","0","1","22","23","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","187","0","0","19","18","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","201","0","0","12","22","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","583","0","0","21","72","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"15〜19歳","203","0","0","4","26","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","239","0","1","27","126","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","383","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","529","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","3","0"
"50〜59歳","291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","199","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70〜79歳","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","8","1","1","0","0","0","7","0"
"80歳以上","91","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","26","0"
"合計","4698","25","12","264","528","27","2","11","48","0","12","2","4","0","9","1","0","0","1","0","48","1","1","0","0","0","47","0"
