"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","4","14","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","6","0","1","6","15","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","3","1","12","15","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","2","0","0","3","14","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","1","1","1","8","41","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","4","1","1","6","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","9","0","0","16","46","1","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","3","2","0","5","20","1","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","7","1","1","9","19","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","17","1","1","24","49","2","1","7","4","0","0","2","1","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","16","3","0","24","57","5","0","11","3","0","0","1","0","0","0","0","2","0","0","0","1","","","","","",""
"渋谷区","4","0","0","1","15","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","","","","","",""
"中野区","7","2","0","17","23","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","14","0","0","5","29","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"池袋","6","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","7","0","0","4","12","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","3","1","4","22","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","6","0","0","3","15","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","7","3","2","27","35","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","10","6","0","17","45","1","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","3","0","0","10","48","1","0","4","2","0","0","0","0","0","1","0","0","0","0","3","1","","","","","",""
"江戸川","8","1","1","12","45","2","0","5","4","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","8","6","0","19","47","2","0","9","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","17","0","1","11","30","4","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","6","1","0","4","21","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","13","0","1","5","32","5","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","13","1","0","13","19","6","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","32","1","2","14","67","16","0","7","3","0","0","3","0","0","0","0","0","0","0","0","3","","","","","",""
"多摩小平","12","0","0","25","39","3","3","1","6","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","270","41","14","306","844","63","14","82","46","1","2","7","4","0","2","0","2","0","0","4","6","","","","","",""
