"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","12","11","0","0","6","3","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","33","8","1","0","68","7","0","2","38","3","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","93","3","6","9","160","18","1","4","36","0","1","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","129","0","7","15","134","25","1","6","4","0","0","1","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","142","1","17","15","107","13","0","6","1","0","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","260","1","5","36","114","22","3","7","1","0","0","7","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","224","0","0","56","91","18","0","12","0","0","0","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","302","0","1","42","81","13","0","14","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","370","0","1","39","86","7","0","3","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","243","0","0","24","62","3","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","178","0","0","19","43","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","545","0","0","22","106","8","0","4","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","91","0","0","2","22","1","0","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","143","0","1","26","226","2","0","2","0","2","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","3420","24","39","305","1306","141","5","66","82","7","1","38","11","1","0","9","0","0","5","0","0","0","0","0","0","0","0","0"
