"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","2","1558","2","0","0","25","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","3","4","*","5","9","2","141","3","3","0","20","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","3","6266","9","29","18","214","2","6","8","37","3","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","3","*","4","9","24","115","6","2","13","13","0","0","1","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","4","2","*","2","4","67","105","7","4","21","3","1","3","0","2","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","6","1","*","0","4","80","105","7","3","41","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","4","1","3101","1","3","82","108","9","2","29","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","4","0","*","3","4","114","81","24","2","19","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","9","1","*","0","4","91","90","20","2","23","0","0","3","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","12","0","*","0","0","58","87","23","2","10","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","5","1","*","0","0","60","74","18","2","6","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","48","7","1587","1","1","93","204","77","0","10","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"15〜19歳","36","11","724","0","1","11","30","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","12","27","728","0","2","44","136","1","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"30〜39歳","11","40","934","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","11","26","875","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"50〜59歳","7","29","720","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","6","22","481","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3","0","0","0","0","0","1","0","0","0","3"
"70〜79歳","4","12","389","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","1","6"
"80歳以上","0","8","235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","1","0","5"
"合計","185","200","17598","27","70","744","1515","199","29","180","76","7","16","9","8","2","14","0","0","2","0","4","2","26","0","0","0","0","0","2","0","1","1","24"
