"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","4","0","0","0","3","1","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","16","1","0","0","15","4","0","2","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","64","2","1","0","61","15","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","57","0","1","1","43","10","1","5","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0"
"3歳","57","0","2","5","43","14","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4歳","100","0","0","4","46","4","0","2","0","0","1","0","0","4","1","0","0","0","0","0","0","0","0"
"5歳","62","0","1","7","28","11","0","3","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0"
"6歳","38","0","0","5","22","5","0","5","1","0","0","0","0","2","0","0","0","1","0","0","1","0","0"
"7歳","31","0","1","6","18","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","46","0","0","3","22","5","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","37","0","0","4","14","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","114","0","0","5","29","4","0","3","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0"
"15〜19歳","50","0","0","0","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","68","3","0","4","98","2","0","2","0","0","1","0","1","2","0","0","0","2","0","0","0","0","0"
"30〜39歳","128","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0"
"40〜49歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"50〜59歳","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","998","6","6","44","453","77","2","27","26","0","2","1","2","19","9","0","0","7","0","0","2","2","0"
