"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","0","0"
"1〜4歳","0","0","0","0","0","0","3","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","2","0","0","0","0","0","0","0","0"
"15〜19歳","8","2","0","0","0","0","1","1","0"
"20〜24歳","19","8","6","3","1","0","0","0","0"
"25〜29歳","21","9","10","8","3","0","0","0","0"
"30〜34歳","14","4","4","5","2","0","0","0","0"
"35〜39歳","9","3","3","6","1","0","0","0","0"
"40〜44歳","8","6","3","5","1","0","0","0","0"
"45〜49歳","6","6","0","2","0","0","0","0","0"
"50〜54歳","4","0","0","1","0","0","0","0","0"
"55〜59歳","0","1","0","1","0","0","0","0","0"
"60〜64歳","0","0","0","1","0","0","0","0","0"
"65〜69歳","0","1","0","0","0","0","4","0","0"
"70歳以上","0","0","0","0","1","0","7","0","2"
"合計","91","40","26","32","9","0","22","1","2"
