"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","7","4","4","7","0","0","0","0","0","0","2","2"
"中央区","17","1","0","4","0","0","0","0","0","0","3","0"
"みなと","14","23","12","5","1","0","3","0","0","0","2","1"
"新宿区","47","36","20","36","0","6","19","4","0","0","7","2"
"文京","3","2","3","4","0","0","2","0","1","0","1","1"
"台東","5","3","0","0","2","0","0","0","0","0","2","0"
"墨田区","1","0","2","2","1","0","2","2","0","0","2","1"
"江東区","16","9","5","9","1","0","0","0","0","0","2","0"
"品川区","0","1","0","3","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0"
"大田区","11","0","0","2","0","0","6","2","0","0","2","1"
"世田谷","0","0","0","0","0","0","4","0","0","0","0","1"
"渋谷区","16","10","6","4","2","0","2","0","1","0","5","1"
"中野区","4","0","1","7","0","0","0","0","0","0","2","1"
"杉並","6","0","1","2","0","0","12","1","7","0","2","1"
"池袋","20","23","7","8","0","1","4","2","0","0","3","1"
"北区","0","1","2","0","0","0","0","0","0","0","1","0"
"荒川区","2","2","0","0","0","0","0","0","0","0","1","0"
"板橋区","8","2","1","3","0","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0","0"
"足立","2","3","0","1","0","0","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","7","12","0","0","0","1"
"江戸川","14","6","1","4","2","0","0","0","0","0","2","0"
"八王子市","9","0","1","0","1","0","1","0","0","0","4","1"
"町田市","4","1","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","12","3","0","2","2","0","0","0","0","0","2","1"
"多摩府中","1","0","0","2","0","0","48","21","0","0","3","3"
"多摩小平","3","0","0","0","0","0","0","4","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","222","130","66","105","12","7","110","48","9","0","55","24"
