"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","4","4","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"〜1歳","26","9","2","0","58","0","1","1","19","0","0","0","2","1","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1"
"1歳","79","15","18","23","198","4","11","2","20","0","0","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","103","7","12","17","140","3","4","1","8","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","112","6","9","29","119","7","3","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","145","3","11","30","104","7","6","0","0","0","0","2","0","1","0","0","0","0","0","0","0","2","1","1","1","0","1","1","1"
"5歳","170","1","4","39","81","7","1","3","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","191","0","7","31","68","9","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"7歳","252","1","1","36","51","12","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"8歳","237","1","1","23","44","9","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","1","1"
"9歳","244","0","2","18","27","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","613","0","0","36","85","12","2","0","0","0","0","2","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","2","0"
"15〜19歳","163","0","1","2","24","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","156","0","4","29","256","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","383","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","1","0","0","1","1"
"50〜59歳","162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0"
"70〜79歳","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","1","1","0","3","1"
"80歳以上","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","1","0","2","0","0","9","2"
"合計","3451","47","72","313","1261","76","32","11","47","1","2","10","12","3","0","8","0","0","2","1","0","31","3","2","7","1","2","23","7"
