"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","4","0"
"1〜4歳","0","0","0","0","0","0","2","9","0"
"5〜9歳","0","0","0","0","0","0","0","2","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","15","4","2","2","2","0","0","0","0"
"20〜24歳","22","15","5","0","6","0","1","0","0"
"25〜29歳","19","10","3","1","5","0","1","0","0"
"30〜34歳","17","8","3","2","1","0","1","0","0"
"35〜39歳","7","4","1","0","4","0","1","0","0"
"40〜44歳","6","1","0","0","3","0","1","0","0"
"45〜49歳","2","1","0","0","2","0","0","0","0"
"50〜54歳","1","0","0","1","0","0","2","0","0"
"55〜59歳","0","2","0","0","0","0","3","1","0"
"60〜64歳","0","1","0","0","0","0","2","0","0"
"65〜69歳","0","0","0","0","1","0","6","1","0"
"70歳以上","0","0","0","0","0","0","19","2","0"
"合計","89","46","14","6","24","0","44","19","0"
