"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","103","1","7","38","178","1","7","23","3","1","3","0","1","0","1","0","0","1","1","0","1","","","","","",""
"区南部","187","2","3","24","135","3","7","15","1","1","0","1","1","0","2","0","0","0","0","0","0","","","","","",""
"区西南部","158","2","5","47","141","7","4","19","1","1","0","1","1","0","3","0","0","1","0","1","1","","","","","",""
"区西部","214","3","4","37","129","3","8","14","3","0","0","1","1","0","1","0","0","1","0","0","2","","","","","",""
"区西北部","222","3","2","39","150","13","4","17","8","1","2","1","0","0","2","0","0","2","0","1","2","","","","","",""
"区東北部","114","2","8","37","218","13","9","17","4","1","1","0","0","0","2","0","0","2","0","0","1","","","","","",""
"区東部","122","2","6","42","241","7","7","31","7","0","3","0","1","0","3","0","0","1","0","0","0","","","","","",""
"西多摩","44","0","1","5","17","0","3","15","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","130","9","3","47","190","11","12","62","9","1","1","1","1","0","0","0","0","0","0","0","1","","","","","",""
"北多摩西部","44","3","1","22","83","6","6","7","5","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","175","1","7","44","148","20","3","19","3","1","0","1","0","0","0","1","0","2","0","0","2","","","","","",""
"北多摩北部","82","1","3","54","95","5","6","27","5","0","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"島しょ","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1608","29","50","436","1725","89","76","266","50","7","11","7","6","0","15","1","0","10","1","2","12","","","","","",""
